gene	family	Phylostratum
at4g39040	HOM006087	LandPlants
at4g39050	HOM000030	GreenPlants
at4g39060	HOM000376	Angiosperms
at4g39070	HOM000249	GreenPlants
at4g39080	HOM001218	GreenPlants
at4g39090	HOM000058	GreenPlants
at4g39100	HOM000243	GreenPlants
at4g39110	HOM000017	GreenPlants
at4g39120	HOM004053	GreenPlants
at4g39130	HOM009654	Rosids
at4g39140	HOM002418	LandPlants
at4g39150	HOM001126	GreenPlants
at4g39160	HOM003470	GreenPlants
at4g39170	HOM000343	GreenPlants
at4g39180	HOM000343	GreenPlants
at4g39190	HOM013171	Arabidopsis
at4g39200	HOM001048	GreenPlants
at4g39210	HOM000571	GreenPlants
at4g39220	HOM001330	GreenPlants
at4g39230	HOM000346	GreenPlants
at4g39235	HOM002900	LandPlants
at4g39240	HOM000376	Angiosperms
at4g39250	HOM000103	GreenPlants
at4g39260	HOM000057	GreenPlants
at4g39270	HOM000002	GreenPlants
at4g39280	HOM001147	GreenPlants
at4g39290	HOM000376	Angiosperms
at4g39300	HOM007469	Eudicots
at4g39320	HOM028141	Arabidopsis
at4g39330	HOM000222	GreenPlants
at4g39340	HOM001293	LandPlants
at4g39350	HOM000082	GreenPlants
at4g39360	HOM021967	Arabidopsis
at4g39370	HOM003062	LandPlants
at4g39380	HOM001080	GreenPlants
at4g39390	HOM000490	GreenPlants
at4g39400	HOM000002	GreenPlants
at4g39403	HOM034268	AT
at4g39410	HOM000028	GreenPlants
at4g39420	HOM002010	LandPlants
at4g39460	HOM000087	GreenPlants
at4g39470	HOM001817	LandPlants
at4g39480	HOM000093	GreenPlants
at4g39490	HOM000093	GreenPlants
at4g39500	HOM000093	GreenPlants
at4g39510	HOM000093	GreenPlants
at4g39520	HOM001538	GreenPlants
at4g39530	HOM000001	GreenPlants
at4g39540	HOM001947	GreenPlants
at4g39550	HOM000376	Angiosperms
at4g39560	HOM000376	Angiosperms
at4g39570	HOM000376	Angiosperms
at4g39580	HOM000376	Angiosperms
at4g39590	HOM000376	Angiosperms
at4g39600	HOM000376	Angiosperms
at4g39610	HOM000442	LandPlants
at4g39620	HOM000003	GreenPlants
at4g39630	HOM006635	Angiosperms
at4g39640	HOM000567	GreenPlants
at4g39650	HOM000567	GreenPlants
at4g39660	HOM000633	GreenPlants
at4g39670	HOM002024	GreenPlants
at4g39675	HOM024663	Arabidopsis
at4g39680	HOM004401	GreenPlants
at4g39690	HOM005132	GreenPlants
at4g39700	HOM000146	GreenPlants
at4g39710	HOM000183	GreenPlants
at4g39720	HOM002372	VascularPlants
at4g39730	HOM001510	LandPlants
at4g39740	HOM002260	GreenPlants
at4g39745	HOM010866	Brassicales
at4g39750	HOM000376	Angiosperms
at4g39753	HOM000376	Angiosperms
at4g39756	HOM000376	Angiosperms
at4g39760	HOM000376	Angiosperms
at4g39770	HOM000487	GreenPlants
at4g39780	HOM000010	GreenPlants
at4g39790	HOM000194	LandPlants
at4g39795	HOM000102	GreenPlants
at4g39800	HOM002864	GreenPlants
at4g39810	HOM001931	VascularPlants
at4g39820	HOM005818	GreenPlants
at4g39830	HOM000096	GreenPlants
at4g39840	HOM003823	GreenPlants
at4g39850	HOM002357	GreenPlants
at4g39860	HOM001687	LandPlants
at4g39870	HOM002187	GreenPlants
at4g39880	HOM002369	GreenPlants
at4g39890	HOM000032	GreenPlants
at4g39900	HOM007422	Eudicots
at4g39910	HOM000231	GreenPlants
at4g39917	HOM022013	Arabidopsis
at4g39920	HOM003932	GreenPlants
at4g39925	HOM000271	LandPlants
at4g39930	HOM048612	AT
at4g39940	HOM001400	GreenPlants
at4g39950	HOM000005	GreenPlants
at4g39952	HOM000001	GreenPlants
at4g39955	HOM000450	LandPlants
at4g39960	HOM000109	GreenPlants
at4g39970	HOM001448	GreenPlants
at4g39980	HOM000967	GreenPlants
at4g39986	HOM090080	AT
at4g39990	HOM000032	GreenPlants
at4g40000	HOM002058	GreenPlants
at4g40010	HOM000044	GreenPlants
at4g40011	HOM079698	AT
at4g40020	HOM003500	Angiosperms
at4g40030	HOM000162	GreenPlants
at4g40040	HOM000162	GreenPlants
at4g40042	HOM000816	GreenPlants
at4g40045	HOM005926	Angiosperms
at4g40050	HOM000162	GreenPlants
at4g40060	HOM000124	LandPlants
at4g40070	HOM000013	GreenPlants
at4g40080	HOM000251	GreenPlants
at4g40090	HOM095608	AT
at4g40100	HOM000377	LandPlants
at5g01010	HOM005442	GreenPlants
at5g01015	HOM002544	LandPlants
at5g01020	HOM000004	GreenPlants
at5g01030	HOM002855	VascularPlants
at5g01040	HOM000096	GreenPlants
at5g01050	HOM000096	GreenPlants
at5g01060	HOM000443	LandPlants
at5g01070	HOM000408	GreenPlants
at5g01075	HOM006850	Angiosperms
at5g01080	HOM007300	Arabidopsis
at5g01090	HOM003599	Eudicots
at5g01100	HOM000088	GreenPlants
at5g01110	HOM000003	GreenPlants
at5g01120	HOM000345	LandPlants
at5g01130	HOM000345	LandPlants
at5g01140	HOM000345	LandPlants
at5g01150	HOM000345	LandPlants
at5g01160	HOM005261	GreenPlants
at5g01170	HOM001529	Angiosperms
at5g01180	HOM000031	GreenPlants
at5g01190	HOM000096	GreenPlants
at5g01200	HOM000103	GreenPlants
at5g01210	HOM000359	VascularPlants
at5g01220	HOM002125	GreenPlants
at5g01225	HOM013241	Arabidopsis
at5g01230	HOM001612	GreenPlants
at5g01240	HOM000823	LandPlants
at5g01250	HOM001375	LandPlants
at5g01260	HOM001831	GreenPlants
at5g01270	HOM000747	GreenPlants
at5g01280	HOM002968	Angiosperms
at5g01290	HOM002053	GreenPlants
at5g01300	HOM005609	LandPlants
at5g01310	HOM003012	GreenPlants
at5g01320	HOM000750	GreenPlants
at5g01330	HOM000750	GreenPlants
at5g01340	HOM000360	GreenPlants
at5g01350	HOM006318	LandPlants
at5g01360	HOM000050	LandPlants
at5g01370	HOM022997	Arabidopsis
at5g01380	HOM001258	LandPlants
at5g01390	HOM000147	GreenPlants
at5g01400	HOM001556	GreenPlants
at5g01410	HOM001512	GreenPlants
at5g01420	HOM000198	GreenPlants
at5g01430	HOM000292	GreenPlants
at5g01440	HOM000984	GreenPlants
at5g01445	HOM029770	Arabidopsis
at5g01450	HOM001883	LandPlants
at5g01460	HOM002758	GreenPlants
at5g01470	HOM006119	LandPlants
at5g01480	HOM000182	LandPlants
at5g01490	HOM000695	GreenPlants
at5g01500	HOM000087	GreenPlants
at5g01510	HOM006029	VascularPlants
at5g01520	HOM000778	GreenPlants
at5g01530	HOM000125	GreenPlants
at5g01540	HOM000041	GreenPlants
at5g01550	HOM000041	GreenPlants
at5g01560	HOM000041	GreenPlants
at5g01570	HOM003930	VascularPlants
at5g01580	HOM001387	LandPlants
at5g01590	HOM007338	LandPlants
at5g01600	HOM001243	GreenPlants
at5g01610	HOM001553	LandPlants
at5g01620	HOM000050	LandPlants
at5g01630	HOM004070	GreenPlants
at5g01640	HOM000472	GreenPlants
at5g01650	HOM001397	GreenPlants
at5g01660	HOM000477	GreenPlants
at5g01670	HOM000189	GreenPlants
at5g01680	HOM000133	GreenPlants
at5g01690	HOM000133	GreenPlants
at5g01700	HOM000300	GreenPlants
at5g01710	HOM001195	LandPlants
at5g01712	HOM046615	AT
at5g01720	HOM001895	GreenPlants
at5g01730	HOM001505	LandPlants
at5g01734	HOM062989	AT
at5g01740	HOM001654	LandPlants
at5g01750	HOM000307	LandPlants
at5g01760	HOM000513	GreenPlants
at5g01770	HOM002009	GreenPlants
at5g01780	HOM003255	GreenPlants
at5g01790	HOM025991	Arabidopsis
at5g01800	HOM001583	GreenPlants
at5g01810	HOM000044	GreenPlants
at5g01820	HOM000044	GreenPlants
at5g01830	HOM000047	GreenPlants
at5g01840	HOM000305	LandPlants
at5g01849	HOM090051	AT
at5g01850	HOM000027	GreenPlants
at5g01860	HOM000168	LandPlants
at5g01870	HOM000241	GreenPlants
at5g01880	HOM000013	GreenPlants
at5g01881	HOM027680	Arabidopsis
at5g01890	HOM000002	GreenPlants
at5g01900	HOM000028	GreenPlants
at5g01910	HOM004034	GreenPlants
at5g01920	HOM001478	GreenPlants
at5g01930	HOM000001	GreenPlants
at5g01940	HOM002610	GreenPlants
at5g01950	HOM000017	GreenPlants
at5g01960	HOM002220	GreenPlants
at5g01970	HOM001213	LandPlants
at5g01980	HOM000079	GreenPlants
at5g01990	HOM000497	GreenPlants
at5g02000	HOM030132	Arabidopsis
at5g02010	HOM000330	GreenPlants
at5g02020	HOM002423	Eudicots
at5g02021	HOM081767	AT
at5g02030	HOM000277	GreenPlants
at5g02040	HOM002743	GreenPlants
at5g02050	HOM000969	GreenPlants
at5g02060	HOM000609	LandPlants
at5g02070	HOM000035	LandPlants
at5g02080	HOM003311	GreenPlants
at5g02090	HOM023663	Arabidopsis
at5g02100	HOM000499	GreenPlants
at5g02110	HOM000240	GreenPlants
at5g02120	HOM004288	GreenPlants
at5g02130	HOM006319	LandPlants
at5g02140	HOM000107	GreenPlants
at5g02150	HOM003111	GreenPlants
at5g02160	HOM005847	LandPlants
at5g02170	HOM000358	GreenPlants
at5g02180	HOM000358	GreenPlants
at5g02190	HOM000037	GreenPlants
at5g02200	HOM020402	Arabidopsis
at5g02210	HOM007038	Arabidopsis
at5g02220	HOM003718	Angiosperms
at5g02230	HOM000866	GreenPlants
at5g02240	HOM003687	GreenPlants
at5g02250	HOM004510	GreenPlants
at5g02260	HOM000065	GreenPlants
at5g02270	HOM001833	GreenPlants
at5g02280	HOM003357	GreenPlants
at5g02290	HOM000004	GreenPlants
at5g02310	HOM002953	GreenPlants
at5g02320	HOM000007	GreenPlants
at5g02330	HOM000182	LandPlants
at5g02340	HOM000182	LandPlants
at5g02350	HOM000182	LandPlants
at5g02360	HOM000182	LandPlants
at5g02370	HOM000030	GreenPlants
at5g02380	HOM002185	Angiosperms
at5g02390	HOM004680	Eudicots
at5g02400	HOM000712	LandPlants
at5g02410	HOM005658	GreenPlants
at5g02420	HOM025332	Arabidopsis
at5g02430	HOM000537	GreenPlants
at5g02440	HOM005116	Eudicots
at5g02450	HOM002238	GreenPlants
at5g02460	HOM000099	GreenPlants
at5g02470	HOM001984	GreenPlants
at5g02480	HOM002175	LandPlants
at5g02490	HOM000083	GreenPlants
at5g02500	HOM000083	GreenPlants
at5g02502	HOM007006	Angiosperms
at5g02510	HOM000891	GreenPlants
at5g02520	HOM006289	Eudicots
at5g02530	HOM000826	GreenPlants
at5g02540	HOM000201	GreenPlants
at5g02550	HOM030967	Arabidopsis
at5g02560	HOM000175	GreenPlants
at5g02570	HOM000269	GreenPlants
at5g02580	HOM000690	GreenPlants
at5g02590	HOM001817	LandPlants
at5g02600	HOM000983	GreenPlants
at5g02610	HOM001776	GreenPlants
at5g02620	HOM000067	GreenPlants
at5g02630	HOM001242	GreenPlants
at5g02640	HOM003633	Angiosperms
at5g02650	HOM001808	GreenPlants
at5g02660	HOM003286	Arabidopsis
at5g02670	HOM000811	GreenPlants
at5g02680	HOM000379	GreenPlants
at5g02690	HOM034284	AT
at5g02700	HOM003545	Arabidopsis
at5g02710	HOM007055	LandPlants
at5g02720	HOM002191	GreenPlants
at5g02730	HOM000169	GreenPlants
at5g02740	HOM006783	Angiosperms
at5g02750	HOM000079	GreenPlants
at5g02760	HOM000435	LandPlants
at5g02770	HOM006200	LandPlants
at5g02780	HOM000755	GreenPlants
at5g02790	HOM000755	GreenPlants
at5g02800	HOM000004	GreenPlants
at5g02810	HOM000724	LandPlants
at5g02811	HOM094249	AT
at5g02820	HOM000982	GreenPlants
at5g02830	HOM014829	Arabidopsis
at5g02840	HOM000576	GreenPlants
at5g02850	HOM003892	GreenPlants
at5g02860	HOM000003	GreenPlants
at5g02870	HOM002222	GreenPlants
at5g02880	HOM001317	GreenPlants
at5g02890	HOM005651	Angiosperms
at5g02900	HOM000093	GreenPlants
at5g02910	HOM003545	Arabidopsis
at5g02920	HOM003545	Arabidopsis
at5g02930	HOM003545	Arabidopsis
at5g02940	HOM004171	LandPlants
at5g02950	HOM001206	Angiosperms
at5g02960	HOM001386	GreenPlants
at5g02970	HOM002834	Angiosperms
at5g02980	HOM000376	Angiosperms
at5g02990	HOM000376	Angiosperms
at5g03000	HOM000376	Angiosperms
at5g03010	HOM000376	Angiosperms
at5g03020	HOM000376	Angiosperms
at5g03030	HOM002319	GreenPlants
at5g03040	HOM000228	GreenPlants
at5g03050	HOM005702	LandPlants
at5g03060	HOM013789	Arabidopsis
at5g03070	HOM000602	GreenPlants
at5g03080	HOM005528	GreenPlants
at5g03090	HOM018966	Arabidopsis
at5g03100	HOM003545	Arabidopsis
at5g03110	HOM003028	Eudicots
at5g03120	HOM006955	Eudicots
at5g03130	HOM083871	AT
at5g03140	HOM000041	GreenPlants
at5g03150	HOM000150	GreenPlants
at5g03160	HOM000147	GreenPlants
at5g03170	HOM000419	Angiosperms
at5g03180	HOM000408	GreenPlants
at5g03190	HOM005666	Eudicots
at5g03200	HOM001092	GreenPlants
at5g03204	HOM026554	Arabidopsis
at5g03210	HOM029041	Arabidopsis
at5g03220	HOM004530	GreenPlants
at5g03230	HOM000438	LandPlants
at5g03240	HOM000122	GreenPlants
at5g03250	HOM000092	GreenPlants
at5g03260	HOM000096	GreenPlants
at5g03270	HOM000154	GreenPlants
at5g03280	HOM003456	Angiosperms
at5g03290	HOM000785	GreenPlants
at5g03300	HOM002455	GreenPlants
at5g03310	HOM000049	LandPlants
at5g03320	HOM000004	GreenPlants
at5g03330	HOM000908	GreenPlants
at5g03340	HOM000025	GreenPlants
at5g03345	HOM005447	GreenPlants
at5g03350	HOM000041	GreenPlants
at5g03360	HOM000182	LandPlants
at5g03370	HOM005376	LandPlants
at5g03380	HOM000529	Angiosperms
at5g03390	HOM001404	Arabidopsis
at5g03400	HOM054802	AT
at5g03406	HOM003551	GreenPlants
at5g03415	HOM001984	GreenPlants
at5g03420	HOM004275	GreenPlants
at5g03430	HOM005349	GreenPlants
at5g03435	HOM000234	GreenPlants
at5g03440	HOM001224	GreenPlants
at5g03450	HOM002694	GreenPlants
at5g03455	HOM005420	LandPlants
at5g03460	HOM006974	VascularPlants
at5g03470	HOM000243	GreenPlants
at5g03480	HOM005739	Angiosperms
at5g03490	HOM000016	LandPlants
at5g03495	HOM005739	Angiosperms
at5g03500	HOM004530	GreenPlants
at5g03510	HOM000155	LandPlants
at5g03520	HOM000032	GreenPlants
at5g03530	HOM000032	GreenPlants
at5g03540	HOM000135	GreenPlants
at5g03545	HOM031420	Arabidopsis
at5g03550	HOM023853	Arabidopsis
at5g03555	HOM004359	GreenPlants
at5g03560	HOM000003	GreenPlants
at5g03570	HOM003512	GreenPlants
at5g03580	HOM000172	GreenPlants
at5g03590	HOM000029	LandPlants
at5g03600	HOM000029	LandPlants
at5g03610	HOM000029	LandPlants
at5g03620	HOM000020	GreenPlants
at5g03630	HOM001282	GreenPlants
at5g03640	HOM000076	GreenPlants
at5g03650	HOM001110	GreenPlants
at5g03660	HOM001781	LandPlants
at5g03670	HOM006473	Eudicots
at5g03680	HOM000518	LandPlants
at5g03690	HOM000648	GreenPlants
at5g03700	HOM004740	Angiosperms
at5g03710	HOM095947	AT
at5g03720	HOM000129	GreenPlants
at5g03730	HOM000027	GreenPlants
at5g03740	HOM001528	LandPlants
at5g03750	HOM002694	GreenPlants
at5g03760	HOM000306	GreenPlants
at5g03770	HOM005949	GreenPlants
at5g03780	HOM019457	Arabidopsis
at5g03790	HOM000124	LandPlants
at5g03795	HOM000193	GreenPlants
at5g03800	HOM000001	GreenPlants
at5g03810	HOM000029	LandPlants
at5g03820	HOM000029	LandPlants
at5g03830	HOM004346	GreenPlants
at5g03837	HOM060971	AT
at5g03840	HOM000381	LandPlants
at5g03850	HOM002139	GreenPlants
at5g03860	HOM004596	GreenPlants
at5g03870	HOM000198	GreenPlants
at5g03880	HOM002023	GreenPlants
at5g03890	HOM003792	Rosids
at5g03900	HOM003144	GreenPlants
at5g03905	HOM004348	GreenPlants
at5g03910	HOM000071	GreenPlants
at5g03920	HOM011254	Arabidopsis
at5g03930	HOM011254	Arabidopsis
at5g03940	HOM000737	GreenPlants
at5g03944	HOM067154	AT
at5g03960	HOM008169	Rosids
at5g03970	HOM008845	Rosids
at5g03980	HOM000086	LandPlants
at5g03990	HOM002208	VascularPlants
at5g03995	HOM024631	Arabidopsis
at5g04000	HOM006633	Angiosperms
at5g04010	HOM006902	VascularPlants
at5g04020	HOM007102	Rosids
at5g04030	HOM020849	Arabidopsis
at5g04040	HOM002162	GreenPlants
at5g04045	HOM013593	Arabidopsis
at5g04047	HOM009265	Brassicales
at5g04050	HOM007136	Angiosperms
at5g04060	HOM000110	LandPlants
at5g04070	HOM000201	GreenPlants
at5g04080	HOM007611	Angiosperms
at5g04090	HOM000690	GreenPlants
at5g04110	HOM002843	GreenPlants
at5g04120	HOM002505	GreenPlants
at5g04130	HOM002843	GreenPlants
at5g04140	HOM001128	GreenPlants
at5g04150	HOM003124	Angiosperms
at5g04160	HOM000429	GreenPlants
at5g04170	HOM001718	LandPlants
at5g04180	HOM000544	GreenPlants
at5g04190	HOM019419	Arabidopsis
at5g04200	HOM001373	GreenPlants
at5g04210	HOM002489	GreenPlants
at5g04220	HOM000452	GreenPlants
at5g04230	HOM000613	GreenPlants
at5g04238	HOM050677	AT
at5g04240	HOM000331	GreenPlants
at5g04250	HOM000908	GreenPlants
at5g04260	HOM002947	GreenPlants
at5g04267	HOM083851	AT
at5g04270	HOM000171	GreenPlants
at5g04280	HOM000057	GreenPlants
at5g04290	HOM001523	GreenPlants
at5g04310	HOM000163	LandPlants
at5g04320	HOM012884	Arabidopsis
at5g04330	HOM000005	GreenPlants
at5g04340	HOM000155	LandPlants
at5g04347	HOM005889	Arabidopsis
at5g04350	HOM005693	Arabidopsis
at5g04360	HOM005395	GreenPlants
at5g04370	HOM000142	LandPlants
at5g04380	HOM000142	LandPlants
at5g04386	HOM069269	AT
at5g04390	HOM000155	LandPlants
at5g04400	HOM000018	LandPlants
at5g04410	HOM000018	LandPlants
at5g04420	HOM000141	GreenPlants
at5g04430	HOM003262	GreenPlants
at5g04440	HOM000269	GreenPlants
at5g04460	HOM001815	LandPlants
at5g04470	HOM014296	Arabidopsis
at5g04480	HOM001783	LandPlants
at5g04490	HOM000174	GreenPlants
at5g04500	HOM004081	GreenPlants
at5g04510	HOM000044	GreenPlants
at5g04520	HOM002164	GreenPlants
at5g04530	HOM000134	GreenPlants
at5g04540	HOM003640	LandPlants
at5g04550	HOM000736	LandPlants
at5g04560	HOM000863	GreenPlants
at5g04590	HOM003854	GreenPlants
at5g04600	HOM004871	GreenPlants
at5g04610	HOM006100	LandPlants
at5g04620	HOM003188	GreenPlants
at5g04630	HOM000005	GreenPlants
at5g04640	HOM009767	Arabidopsis
at5g04660	HOM000005	GreenPlants
at5g04670	HOM002349	LandPlants
at5g04680	HOM000114	GreenPlants
at5g04690	HOM000114	GreenPlants
at5g04700	HOM000114	GreenPlants
at5g04710	HOM001084	GreenPlants
at5g04720	HOM000301	LandPlants
at5g04730	HOM000114	GreenPlants
at5g04740	HOM002388	GreenPlants
at5g04750	HOM024665	Arabidopsis
at5g04760	HOM000103	GreenPlants
at5g04770	HOM000278	GreenPlants
at5g04780	HOM000001	GreenPlants
at5g04790	HOM067134	AT
at5g04800	HOM000607	GreenPlants
at5g04810	HOM000003	GreenPlants
at5g04820	HOM001038	VascularPlants
at5g04830	HOM006050	LandPlants
at5g04840	HOM002365	VascularPlants
at5g04850	HOM003406	GreenPlants
at5g04853	HOM017301	AT
at5g04860	HOM001626	GreenPlants
at5g04870	HOM000014	GreenPlants
at5g04885	HOM000370	GreenPlants
at5g04890	HOM007347	Rosids
at5g04895	HOM000130	GreenPlants
at5g04900	HOM001919	GreenPlants
at5g04910	HOM005891	GreenPlants
at5g04920	HOM003422	GreenPlants
at5g04930	HOM000259	GreenPlants
at5g04940	HOM000281	GreenPlants
at5g04950	HOM001515	LandPlants
at5g04960	HOM000034	GreenPlants
at5g04970	HOM000034	GreenPlants
at5g04980	HOM000275	GreenPlants
at5g04990	HOM003013	GreenPlants
at5g05000	HOM000636	GreenPlants
at5g05010	HOM002797	GreenPlants
at5g05020	HOM011928	Arabidopsis
at5g05030	HOM000151	LandPlants
at5g05040	HOM005396	Arabidopsis
at5g05050	HOM010797	Arabidopsis
at5g05060	HOM005396	Arabidopsis
at5g05070	HOM000171	GreenPlants
at5g05080	HOM000068	GreenPlants
at5g05090	HOM000176	GreenPlants
at5g05100	HOM001826	LandPlants
at5g05110	HOM000925	LandPlants
at5g05113	HOM008853	Arabidopsis
at5g05120	HOM019238	Arabidopsis
at5g05130	HOM000502	GreenPlants
at5g05140	HOM002322	LandPlants
at5g05150	HOM000885	GreenPlants
at5g05160	HOM000063	GreenPlants
at5g05170	HOM000082	GreenPlants
at5g05180	HOM002301	Angiosperms
at5g05190	HOM019411	Arabidopsis
at5g05200	HOM000156	GreenPlants
at5g05210	HOM004027	GreenPlants
at5g05220	HOM007056	Rosids
at5g05230	HOM000979	GreenPlants
at5g05240	HOM004343	Angiosperms
at5g05250	HOM006314	Angiosperms
at5g05260	HOM000005	GreenPlants
at5g05270	HOM006423	LandPlants
at5g05280	HOM000013	GreenPlants
at5g05282	HOM101542	AT
at5g05290	HOM000065	GreenPlants
at5g05300	HOM019005	Arabidopsis
at5g05310	HOM001583	GreenPlants
at5g05320	HOM000691	GreenPlants
at5g05330	HOM009556	Rosids
at5g05340	HOM000012	LandPlants
at5g05350	HOM001266	LandPlants
at5g05360	HOM002805	GreenPlants
at5g05365	HOM006213	Angiosperms
at5g05370	HOM003758	GreenPlants
at5g05380	HOM000472	GreenPlants
at5g05390	HOM000096	GreenPlants
at5g05400	HOM000052	GreenPlants
at5g05410	HOM000010	GreenPlants
at5g05420	HOM000183	GreenPlants
at5g05430	HOM014952	Arabidopsis
at5g05440	HOM000428	LandPlants
at5g05450	HOM000036	GreenPlants
at5g05460	HOM003203	GreenPlants
at5g05470	HOM002569	GreenPlants
at5g05480	HOM000660	GreenPlants
at5g05490	HOM004715	GreenPlants
at5g05500	HOM002871	Angiosperms
at5g05510	HOM004839	LandPlants
at5g05520	HOM002588	GreenPlants
at5g05530	HOM020744	Arabidopsis
at5g05540	HOM001019	LandPlants
at5g05550	HOM000953	VascularPlants
at5g05560	HOM003472	GreenPlants
at5g05570	HOM001759	GreenPlants
at5g05580	HOM000615	GreenPlants
at5g05590	HOM004425	GreenPlants
at5g05598	HOM081778	AT
at5g05600	HOM000011	GreenPlants
at5g05610	HOM000421	GreenPlants
at5g05620	HOM000128	GreenPlants
at5g05630	HOM000601	GreenPlants
at5g05640	HOM022031	Arabidopsis
at5g05650	HOM002140	LandPlants
at5g05657	HOM000572	LandPlants
at5g05660	HOM000120	GreenPlants
at5g05670	HOM002509	GreenPlants
at5g05680	HOM006122	LandPlants
at5g05690	HOM000072	GreenPlants
at5g05700	HOM004207	GreenPlants
at5g05710	HOM001941	GreenPlants
at5g05720	HOM002497	GreenPlants
at5g05730	HOM001117	GreenPlants
at5g05740	HOM001117	GreenPlants
at5g05750	HOM000109	GreenPlants
at5g05760	HOM002330	GreenPlants
at5g05770	HOM000405	Angiosperms
at5g05780	HOM001612	GreenPlants
at5g05790	HOM000103	GreenPlants
at5g05800	HOM000288	GreenPlants
at5g05810	HOM000013	GreenPlants
at5g05820	HOM000429	GreenPlants
at5g05830	HOM000408	GreenPlants
at5g05840	HOM000478	GreenPlants
at5g05850	HOM000608	GreenPlants
at5g05860	HOM000023	GreenPlants
at5g05870	HOM000023	GreenPlants
at5g05880	HOM000023	GreenPlants
at5g05890	HOM000023	GreenPlants
at5g05900	HOM000023	GreenPlants
at5g05910	HOM023837	Arabidopsis
at5g05920	HOM003612	GreenPlants
at5g05930	HOM004117	GreenPlants
at5g05940	HOM000330	GreenPlants
at5g05950	HOM001469	LandPlants
at5g05960	HOM001913	VascularPlants
at5g05965	HOM029796	Arabidopsis
at5g05970	HOM000094	GreenPlants
at5g05980	HOM001961	GreenPlants
at5g05987	HOM002743	GreenPlants
at5g05990	HOM000969	GreenPlants
at5g06000	HOM001960	GreenPlants
at5g06010	HOM000292	GreenPlants
at5g06020	HOM000686	LandPlants
at5g06030	HOM000686	LandPlants
at5g06040	HOM000686	LandPlants
at5g06043	HOM014558	Angiosperms
at5g06050	HOM000110	LandPlants
at5g06060	HOM000192	GreenPlants
at5g06070	HOM000464	LandPlants
at5g06080	HOM000098	LandPlants
at5g06090	HOM000384	LandPlants
at5g06100	HOM000007	GreenPlants
at5g06110	HOM001742	GreenPlants
at5g06120	HOM002961	GreenPlants
at5g06130	HOM001932	GreenPlants
at5g06140	HOM004677	GreenPlants
at5g06150	HOM000165	GreenPlants
at5g06160	HOM000411	GreenPlants
at5g06170	HOM000722	LandPlants
at5g06180	HOM002601	GreenPlants
at5g06190	HOM030974	AT
at5g06200	HOM000939	Angiosperms
at5g06210	HOM000057	GreenPlants
at5g06220	HOM002878	LandPlants
at5g06230	HOM000050	LandPlants
at5g06240	HOM005243	LandPlants
at5g06250	HOM000447	LandPlants
at5g06260	HOM005375	GreenPlants
at5g06265	HOM027158	Arabidopsis
at5g06270	HOM001488	VascularPlants
at5g06280	HOM028653	Arabidopsis
at5g06290	HOM001615	GreenPlants
at5g06300	HOM000154	GreenPlants
at5g06310	HOM004299	LandPlants
at5g06320	HOM000966	LandPlants
at5g06330	HOM000572	LandPlants
at5g06340	HOM002517	LandPlants
at5g06350	HOM003094	GreenPlants
at5g06360	HOM004369	GreenPlants
at5g06370	HOM001037	Angiosperms
at5g06380	HOM013365	Arabidopsis
at5g06390	HOM002140	LandPlants
at5g06400	HOM000003	GreenPlants
at5g06410	HOM005664	GreenPlants
at5g06420	HOM002930	GreenPlants
at5g06430	HOM005995	GreenPlants
at5g06440	HOM004271	LandPlants
at5g06450	HOM009911	Rosids
at5g06460	HOM001705	GreenPlants
at5g06470	HOM000198	GreenPlants
at5g06480	HOM000198	GreenPlants
at5g06490	HOM000013	GreenPlants
at5g06500	HOM000286	VascularPlants
at5g06510	HOM000553	GreenPlants
at5g06520	HOM001634	GreenPlants
at5g06530	HOM000033	GreenPlants
at5g06540	HOM000001	GreenPlants
at5g06550	HOM002077	GreenPlants
at5g06560	HOM002089	Angiosperms
at5g06570	HOM000074	GreenPlants
at5g06580	HOM003487	GreenPlants
at5g06590	HOM006457	VascularPlants
at5g06600	HOM000218	GreenPlants
at5g06610	HOM000478	GreenPlants
at5g06620	HOM000478	GreenPlants
at5g06630	HOM008601	Arabidopsis
at5g06640	HOM008601	Arabidopsis
at5g06650	HOM000168	LandPlants
at5g06660	HOM003764	GreenPlants
at5g06670	HOM000030	GreenPlants
at5g06680	HOM003265	GreenPlants
at5g06690	HOM002947	GreenPlants
at5g06700	HOM000050	LandPlants
at5g06710	HOM000124	LandPlants
at5g06720	HOM000012	LandPlants
at5g06730	HOM000012	LandPlants
at5g06740	HOM000041	GreenPlants
at5g06750	HOM000435	LandPlants
at5g06755	HOM092140	AT
at5g06760	HOM006185	Eudicots
at5g06770	HOM001746	GreenPlants
at5g06780	HOM001108	GreenPlants
at5g06790	HOM004797	Angiosperms
at5g06800	HOM000080	GreenPlants
at5g06810	HOM001966	Angiosperms
at5g06820	HOM000004	GreenPlants
at5g06830	HOM005409	GreenPlants
at5g06839	HOM000263	LandPlants
at5g06850	HOM000234	GreenPlants
at5g06860	HOM000002	GreenPlants
at5g06870	HOM000002	GreenPlants
at5g06890	HOM001634	GreenPlants
at5g06900	HOM000005	GreenPlants
at5g06905	HOM000005	GreenPlants
at5g06910	HOM000109	GreenPlants
at5g06920	HOM006040	Angiosperms
at5g06930	HOM001360	GreenPlants
at5g06940	HOM000002	GreenPlants
